facility_id,name,type,district,state,lat,lon,beds,annual_surgeries,offers_surgery,specialties,website_url,match_confidence
VF-000197,Mumbai Community #3,Community Health Centre,Mumbai,Maharashtra,19.06104,73.17825,39,0,False,,,0.999
VF-000198,Mumbai District #4,District Hospital,Mumbai,Maharashtra,19.20215,72.78208,1240,2726,True,Cardiac|Cleft & Plastic|Orthopaedics|Cataract / Ophthalmology|Burns & Reconstruction|Obstetrics & Gynaecology,,0.973
VF-000199,Mumbai Community #5,Community Health Centre,Mumbai,Maharashtra,18.77989,72.85201,9,0,False,,,0.999
VF-000200,Mumbai Medical #6,Medical College Hospital,Mumbai,Maharashtra,19.02482,73.10047,805,6173,True,General Surgery|Paediatric Surgery|ENT|Cardiac|Cataract / Ophthalmology|Burns & Reconstruction,,0.878
VF-000201,Mumbai Primary #7,Primary Health Centre,Mumbai,Maharashtra,19.07303,72.79545,10,0,False,,,0.825
VF-000202,Mumbai Community #8,Community Health Centre,Mumbai,Maharashtra,19.11829,72.72634,13,0,False,,,0.803
VF-000203,Mumbai Primary #9,Primary Health Centre,Mumbai,Maharashtra,19.24959,72.92027,27,0,False,,,0.91
VF-000204,Mumbai Primary #10,Primary Health Centre,Mumbai,Maharashtra,19.07035,73.13867,23,0,False,,,0.915
VF-000205,Mumbai Primary #11,Primary Health Centre,Mumbai,Maharashtra,18.81433,72.65662,9,0,False,,,0.789
VF-000206,Mumbai Community #12,Community Health Centre,Mumbai,Maharashtra,19.03471,72.62358,29,0,False,,,0.837
VF-000207,Mumbai Private #13,Private Hospital,Mumbai,Maharashtra,19.0204,73.01833,347,6103,True,Obstetrics & Gynaecology|Cleft & Plastic|Orthopaedics|General Surgery|Burns & Reconstruction|Paediatric Surgery|Urology|ENT|Cardiac,,0.691
VF-000208,Mumbai Charitable #14,Charitable / Mission Hospital,Mumbai,Maharashtra,19.27464,72.84282,509,1703,True,Orthopaedics|Burns & Reconstruction|Urology|Cleft & Plastic|General Surgery|ENT,,0.703
VF-000209,Mumbai Primary #15,Primary Health Centre,Mumbai,Maharashtra,18.99979,72.82912,11,0,False,,,0.797
VF-000210,Mumbai Primary #16,Primary Health Centre,Mumbai,Maharashtra,19.17707,72.98299,55,0,False,,,0.874
VF-000211,Mumbai District #17,District Hospital,Mumbai,Maharashtra,18.92576,72.75383,1632,3357,True,ENT|Obstetrics & Gynaecology|Cardiac,,0.863
VF-000212,Mumbai District #18,District Hospital,Mumbai,Maharashtra,19.12074,72.87531,50,0,False,,,0.863
VF-000213,Mumbai Community #19,Community Health Centre,Mumbai,Maharashtra,18.78594,72.92229,14,0,False,,,0.845
VF-000214,Mumbai Private #20,Private Hospital,Mumbai,Maharashtra,18.9839,72.86136,11,0,False,,,0.954
VF-000215,Mumbai Primary #21,Primary Health Centre,Mumbai,Maharashtra,19.01633,72.69538,23,0,False,,,0.843
VF-000216,Mumbai District #22,District Hospital,Mumbai,Maharashtra,19.12551,72.93628,186,3216,True,Cardiac|General Surgery|Urology|Cataract / Ophthalmology,,0.718
VF-000217,Mumbai Primary #23,Primary Health Centre,Mumbai,Maharashtra,19.25391,72.94356,29,0,False,,,0.838
VF-000218,Mumbai Private #24,Private Hospital,Mumbai,Maharashtra,19.11376,72.84394,1068,3365,True,Urology|Burns & Reconstruction|ENT|Paediatric Surgery|Cataract / Ophthalmology|Orthopaedics|Obstetrics & Gynaecology|General Surgery,,0.978
VF-000219,Mumbai Private #25,Private Hospital,Mumbai,Maharashtra,19.2243,72.5699,200,5610,True,Cleft & Plastic|Orthopaedics|Burns & Reconstruction|ENT|Cataract / Ophthalmology|Obstetrics & Gynaecology|Paediatric Surgery|Urology,,0.957
VF-000220,Mumbai Private #26,Private Hospital,Mumbai,Maharashtra,19.0493,72.68428,11,0,False,,,0.814
VF-000221,Mumbai Primary #27,Primary Health Centre,Mumbai,Maharashtra,18.88053,72.884,45,0,False,,,0.977
VF-000222,Mumbai Primary #28,Primary Health Centre,Mumbai,Maharashtra,18.98507,72.81064,46,0,False,,,0.821
VF-000223,Mumbai Community #29,Community Health Centre,Mumbai,Maharashtra,18.8707,72.92789,44,0,False,,,0.935
VF-000224,Mumbai Private #30,Private Hospital,Mumbai,Maharashtra,19.38869,72.73288,40,0,False,,,0.979
VF-000225,Mumbai Primary #31,Primary Health Centre,Mumbai,Maharashtra,19.10534,72.87726,29,0,False,,,0.79
VF-000226,Mumbai Primary #32,Primary Health Centre,Mumbai,Maharashtra,18.86666,72.8947,16,0,False,,,0.698
VF-000227,Mumbai Community #33,Community Health Centre,Mumbai,Maharashtra,19.12375,72.78189,1248,298,True,Urology|Burns & Reconstruction|Cardiac|Cleft & Plastic|ENT|Orthopaedics|Obstetrics & Gynaecology,,0.846
VF-000228,Mumbai Medical #34,Medical College Hospital,Mumbai,Maharashtra,19.00594,72.671,426,6122,True,Cleft & Plastic|General Surgery|ENT|Paediatric Surgery|Obstetrics & Gynaecology,,0.88
VF-000229,Mumbai Medical #35,Medical College Hospital,Mumbai,Maharashtra,19.01136,72.89553,1389,6245,True,Orthopaedics|Cleft & Plastic|Burns & Reconstruction|General Surgery|Cataract / Ophthalmology|Cardiac,,0.632
VF-000230,Mumbai Community #36,Community Health Centre,Mumbai,Maharashtra,19.06117,72.74434,41,0,False,,,0.807
VF-000231,Mumbai Primary #37,Primary Health Centre,Mumbai,Maharashtra,18.90067,73.0142,55,0,False,,,0.794
VF-000232,Mumbai Charitable #38,Charitable / Mission Hospital,Mumbai,Maharashtra,19.22368,72.88979,44,0,False,,,0.867
VF-000233,Mumbai Community #39,Community Health Centre,Mumbai,Maharashtra,19.0641,72.87296,35,0,False,,,0.716
VF-000234,Mumbai Community #40,Community Health Centre,Mumbai,Maharashtra,19.19582,72.69775,564,7320,True,Cleft & Plastic|Cardiac|Orthopaedics|Urology|General Surgery,,0.783
VF-000235,Mumbai Primary #41,Primary Health Centre,Mumbai,Maharashtra,19.11711,72.81258,41,0,False,,,0.783
VF-000236,Mumbai Private #42,Private Hospital,Mumbai,Maharashtra,18.99002,72.8029,1126,4325,True,Urology|Cleft & Plastic|Paediatric Surgery|Orthopaedics|General Surgery|Burns & Reconstruction,,0.754
VF-000237,Mumbai Community #43,Community Health Centre,Mumbai,Maharashtra,19.0571,72.71761,41,0,False,,,0.768
VF-000238,Mumbai District #44,District Hospital,Mumbai,Maharashtra,19.01687,72.88643,1228,977,True,Cataract / Ophthalmology|Cardiac|Orthopaedics|Urology|ENT|Cleft & Plastic,,0.87
VF-000239,Mumbai Community #45,Community Health Centre,Mumbai,Maharashtra,18.94717,72.9671,6,0,False,,,0.971
VF-000240,Mumbai Community #46,Community Health Centre,Mumbai,Maharashtra,19.1155,73.01003,345,2548,True,Orthopaedics|Obstetrics & Gynaecology|Cardiac|Paediatric Surgery|Cleft & Plastic|Burns & Reconstruction|Cataract / Ophthalmology|General Surgery|Urology|ENT,,0.83
VF-000241,Mumbai Primary #47,Primary Health Centre,Mumbai,Maharashtra,19.0881,72.62536,56,0,False,,,0.864
VF-000242,Mumbai Private #48,Private Hospital,Mumbai,Maharashtra,18.82018,72.61843,1201,6612,True,Cardiac|Cleft & Plastic|Orthopaedics|General Surgery|Burns & Reconstruction|Paediatric Surgery|Obstetrics & Gynaecology,,0.937
VF-000243,Mumbai Primary #49,Primary Health Centre,Mumbai,Maharashtra,19.16044,72.76177,56,0,False,,,0.999
VF-000244,Mumbai Charitable #50,Charitable / Mission Hospital,Mumbai,Maharashtra,19.04633,72.97489,1342,2603,True,General Surgery|Urology|Burns & Reconstruction|Orthopaedics|ENT|Cataract / Ophthalmology|Cleft & Plastic,,0.801
VF-000245,Mumbai Primary #51,Primary Health Centre,Mumbai,Maharashtra,19.19114,72.68084,5,0,False,,,0.863
VF-000246,Mumbai Community #52,Community Health Centre,Mumbai,Maharashtra,19.02562,72.96364,1338,229,True,Urology|Paediatric Surgery|Obstetrics & Gynaecology|Cataract / Ophthalmology|General Surgery,,0.964
VF-000247,Mumbai Primary #53,Primary Health Centre,Mumbai,Maharashtra,18.893,72.96289,24,0,False,,,0.962
VF-000248,Mumbai Private #54,Private Hospital,Mumbai,Maharashtra,19.0966,72.84962,6,0,False,,,0.823
VF-000249,Mumbai Primary #55,Primary Health Centre,Mumbai,Maharashtra,19.19022,72.8034,13,0,False,,,0.754
VF-000250,Mumbai Community #56,Community Health Centre,Mumbai,Maharashtra,19.17161,73.11397,36,0,False,,,0.697
VF-000251,Mumbai Primary #57,Primary Health Centre,Mumbai,Maharashtra,19.2623,72.81716,194,6649,True,Orthopaedics|Cardiac|General Surgery|Obstetrics & Gynaecology|ENT|Cleft & Plastic,,0.746
VF-000252,Mumbai Primary #58,Primary Health Centre,Mumbai,Maharashtra,19.0411,72.80081,29,0,False,,,0.905
VF-000253,Mumbai Primary #59,Primary Health Centre,Mumbai,Maharashtra,18.93508,72.80435,37,0,False,,,0.847
VF-000254,Mumbai Private #60,Private Hospital,Mumbai,Maharashtra,18.92392,72.88124,55,0,False,,,0.813
VF-000255,Mumbai Private #61,Private Hospital,Mumbai,Maharashtra,18.97376,72.94379,277,5109,True,Cataract / Ophthalmology|ENT|Cleft & Plastic|Burns & Reconstruction|Cardiac,,0.751
VF-000256,Mumbai District #62,District Hospital,Mumbai,Maharashtra,18.82428,73.0249,992,7242,True,Cardiac|Cataract / Ophthalmology|ENT|Obstetrics & Gynaecology|Urology|Cleft & Plastic|Orthopaedics,,0.989
VF-000257,Mumbai Primary #63,Primary Health Centre,Mumbai,Maharashtra,19.28615,72.87264,47,0,False,,,0.78
VF-000258,Mumbai Private #64,Private Hospital,Mumbai,Maharashtra,19.08842,72.71614,16,0,False,,,0.822
VF-000259,Mumbai Primary #65,Primary Health Centre,Mumbai,Maharashtra,18.97747,72.75791,26,0,False,,,0.866
VF-000260,Mumbai Primary #66,Primary Health Centre,Mumbai,Maharashtra,18.84329,72.79133,29,0,False,,,0.758
VF-000261,Mumbai Community #67,Community Health Centre,Mumbai,Maharashtra,18.91845,72.83949,1146,1073,True,General Surgery|Obstetrics & Gynaecology|Cleft & Plastic|Orthopaedics,,0.884
VF-000262,Mumbai Primary #68,Primary Health Centre,Mumbai,Maharashtra,19.01961,72.98135,4,0,False,,,0.829
VF-000263,Mumbai Primary #69,Primary Health Centre,Mumbai,Maharashtra,19.29825,72.70141,46,0,False,,,0.882
VF-000264,Mumbai Primary #70,Primary Health Centre,Mumbai,Maharashtra,19.14002,72.89935,8,0,False,,,0.863
VF-000265,Mumbai Community #71,Community Health Centre,Mumbai,Maharashtra,18.97304,72.83903,45,0,False,,,0.779
VF-000266,Mumbai Primary #72,Primary Health Centre,Mumbai,Maharashtra,19.12718,72.94844,1628,7534,True,Cardiac|ENT|General Surgery|Burns & Reconstruction|Paediatric Surgery|Obstetrics & Gynaecology,,0.815
VF-000267,Mumbai Community #73,Community Health Centre,Mumbai,Maharashtra,19.13286,72.90999,7,0,False,,,0.851
VF-000268,Mumbai Community #74,Community Health Centre,Mumbai,Maharashtra,19.23173,72.95896,59,0,False,,,0.999
VF-000269,Mumbai Community #75,Community Health Centre,Mumbai,Maharashtra,19.07466,73.08532,47,0,False,,,0.794
VF-000270,Mumbai Community #76,Community Health Centre,Mumbai,Maharashtra,19.13843,72.87892,31,0,False,,,0.873
VF-000271,Mumbai Community #77,Community Health Centre,Mumbai,Maharashtra,18.90131,72.68419,25,0,False,,,0.881
VF-000272,Mumbai Community #78,Community Health Centre,Mumbai,Maharashtra,19.24738,72.81236,51,0,False,,,0.82
VF-000273,Mumbai Primary #79,Primary Health Centre,Mumbai,Maharashtra,19.17253,72.81641,31,0,False,,,0.889
VF-000274,Mumbai Primary #80,Primary Health Centre,Mumbai,Maharashtra,19.16246,73.12805,41,0,False,,,0.722
VF-000275,Mumbai Private #81,Private Hospital,Mumbai,Maharashtra,19.16252,72.94223,26,0,False,,,0.937
VF-000276,Mumbai Community #82,Community Health Centre,Mumbai,Maharashtra,19.22782,73.25132,21,0,False,,,0.865
VF-000277,Mumbai Private #83,Private Hospital,Mumbai,Maharashtra,19.01144,72.63986,26,0,False,,,0.715
VF-000278,Mumbai Primary #84,Primary Health Centre,Mumbai,Maharashtra,19.11174,72.92674,43,0,False,,,0.843
VF-000279,Mumbai Community #85,Community Health Centre,Mumbai,Maharashtra,19.07176,72.94652,17,0,False,,,0.719
VF-000280,Mumbai Primary #86,Primary Health Centre,Mumbai,Maharashtra,19.04174,72.8844,4,0,False,,,0.857
VF-000281,Mumbai Primary #87,Primary Health Centre,Mumbai,Maharashtra,18.79356,72.75712,37,0,False,,,0.745
VF-000282,Mumbai District #88,District Hospital,Mumbai,Maharashtra,19.20994,72.9788,303,3371,True,Cataract / Ophthalmology|Obstetrics & Gynaecology|ENT|Burns & Reconstruction|Cardiac|Paediatric Surgery,,0.869
VF-000283,Mumbai Private #89,Private Hospital,Mumbai,Maharashtra,19.19008,72.77161,179,2169,True,Cardiac|Cleft & Plastic,,0.937
VF-000284,Mumbai District #90,District Hospital,Mumbai,Maharashtra,19.00892,73.06052,40,0,False,,,0.78
VF-000285,Mumbai Primary #91,Primary Health Centre,Mumbai,Maharashtra,19.12715,72.94202,28,0,False,,,0.909
VF-000286,Mumbai Community #92,Community Health Centre,Mumbai,Maharashtra,19.08421,72.89109,17,0,False,,,0.937
VF-000287,Mumbai Primary #93,Primary Health Centre,Mumbai,Maharashtra,19.08179,72.771,23,0,False,,,0.879
VF-000288,Mumbai Primary #94,Primary Health Centre,Mumbai,Maharashtra,19.00739,72.93232,31,0,False,,,0.87
VF-000289,Mumbai Medical #95,Medical College Hospital,Mumbai,Maharashtra,19.02648,72.91946,945,2982,True,Urology|ENT|Cardiac|General Surgery|Paediatric Surgery|Obstetrics & Gynaecology|Orthopaedics|Cleft & Plastic,,0.791
VF-000290,Mumbai Community #96,Community Health Centre,Mumbai,Maharashtra,19.19869,72.82927,43,0,False,,,0.854
VF-000291,Mumbai District #0,District Hospital,Mumbai,Maharashtra,18.96508,72.7361,17,0,False,,,0.893
VF-000292,Mumbai Community #1,Community Health Centre,Mumbai,Maharashtra,19.16475,72.77955,978,7143,True,Obstetrics & Gynaecology|Burns & Reconstruction|Cleft & Plastic|Cataract / Ophthalmology|Orthopaedics|Urology|Cardiac|ENT,,0.786
VF-000293,Mumbai Primary #2,Primary Health Centre,Mumbai,Maharashtra,18.96454,72.73584,19,0,False,,,0.894
VF-000294,Mumbai Primary #3,Primary Health Centre,Mumbai,Maharashtra,19.13901,72.94351,1473,5763,True,ENT|Cataract / Ophthalmology|Paediatric Surgery|General Surgery|Obstetrics & Gynaecology,,0.862
VF-000295,Mumbai Primary #4,Primary Health Centre,Mumbai,Maharashtra,19.01464,73.14043,29,0,False,,,0.767
VF-000296,Mumbai Primary #5,Primary Health Centre,Mumbai,Maharashtra,19.08082,72.89966,19,0,False,,,0.842
VF-000297,Mumbai Community #6,Community Health Centre,Mumbai,Maharashtra,19.04782,72.77045,59,0,False,,,0.869
VF-000298,Mumbai Community #7,Community Health Centre,Mumbai,Maharashtra,19.21759,72.83844,46,0,False,,,0.904
VF-000299,Mumbai Primary #8,Primary Health Centre,Mumbai,Maharashtra,19.01912,72.98054,48,0,False,,,0.999
VF-000300,Mumbai Community #9,Community Health Centre,Mumbai,Maharashtra,19.07782,72.87848,28,0,False,,,0.795
VF-000301,Mumbai Private #10,Private Hospital,Mumbai,Maharashtra,19.08814,72.77635,36,0,False,,,0.75
VF-000302,Mumbai Primary #11,Primary Health Centre,Mumbai,Maharashtra,19.09577,72.95289,50,0,False,,,0.888
VF-000303,Mumbai Community #12,Community Health Centre,Mumbai,Maharashtra,18.93484,72.70842,19,0,False,,,0.756
VF-000304,Mumbai Private #13,Private Hospital,Mumbai,Maharashtra,19.06418,72.75877,376,2406,True,General Surgery|Cardiac|Urology,,0.909
VF-000305,Mumbai Primary #14,Primary Health Centre,Mumbai,Maharashtra,18.86874,72.77945,736,766,True,Urology|Burns & Reconstruction|Paediatric Surgery|ENT|Obstetrics & Gynaecology,,0.893
VF-000306,Mumbai Community #15,Community Health Centre,Mumbai,Maharashtra,19.21808,72.94917,20,0,False,,,0.782
VF-000307,Mumbai Primary #16,Primary Health Centre,Mumbai,Maharashtra,19.05046,72.93957,17,0,False,,,0.839
VF-000308,Mumbai Community #17,Community Health Centre,Mumbai,Maharashtra,19.01633,72.93154,244,4432,True,Urology|Paediatric Surgery|Obstetrics & Gynaecology|Cataract / Ophthalmology|Cleft & Plastic|Orthopaedics,,0.662
VF-000309,Mumbai Community #18,Community Health Centre,Mumbai,Maharashtra,19.07775,73.02175,303,5376,True,Cleft & Plastic|Orthopaedics|Cataract / Ophthalmology|Cardiac|General Surgery|Paediatric Surgery,,0.98
VF-000310,Mumbai Primary #19,Primary Health Centre,Mumbai,Maharashtra,19.22861,72.99853,6,0,False,,,0.785
VF-000311,Mumbai Primary #20,Primary Health Centre,Mumbai,Maharashtra,19.0359,72.81278,44,0,False,,,0.817
VF-000312,Mumbai Community #21,Community Health Centre,Mumbai,Maharashtra,19.01139,73.13053,15,0,False,,,0.989
VF-000313,Mumbai Primary #22,Primary Health Centre,Mumbai,Maharashtra,19.18426,72.91358,7,0,False,,,0.91
VF-000314,Mumbai District #23,District Hospital,Mumbai,Maharashtra,19.03823,72.93005,93,1205,True,Obstetrics & Gynaecology|Cleft & Plastic|Orthopaedics|Paediatric Surgery|Cardiac|General Surgery,,0.638
VF-000315,Mumbai Community #24,Community Health Centre,Mumbai,Maharashtra,19.0982,73.00796,7,0,False,,,0.886
VF-000316,Mumbai Primary #25,Primary Health Centre,Mumbai,Maharashtra,19.01161,72.88809,15,0,False,,,0.943
VF-000317,Mumbai District #26,District Hospital,Mumbai,Maharashtra,19.18656,73.07081,50,0,False,,,0.841
VF-000318,Mumbai Community #27,Community Health Centre,Mumbai,Maharashtra,18.94896,72.8539,884,4296,True,Cleft & Plastic|Obstetrics & Gynaecology|General Surgery|Paediatric Surgery|Orthopaedics|Cardiac|ENT|Urology,,0.892
VF-000319,Mumbai Primary #28,Primary Health Centre,Mumbai,Maharashtra,19.28184,73.08267,30,0,False,,,0.908
VF-000320,Mumbai Community #29,Community Health Centre,Mumbai,Maharashtra,19.26989,73.02364,26,0,False,,,0.772
VF-000321,Mumbai Medical #30,Medical College Hospital,Mumbai,Maharashtra,18.93181,72.84576,1196,6759,True,Burns & Reconstruction|Cardiac|Cleft & Plastic|Cataract / Ophthalmology|ENT|Orthopaedics|Paediatric Surgery|Urology,,0.808
VF-000322,Mumbai District #31,District Hospital,Mumbai,Maharashtra,18.99555,72.66625,35,0,False,,,0.972
VF-000323,Mumbai District #32,District Hospital,Mumbai,Maharashtra,18.81913,72.96948,979,2693,True,General Surgery|Cataract / Ophthalmology|Obstetrics & Gynaecology|Cleft & Plastic|Burns & Reconstruction|ENT,,0.958
VF-000324,Mumbai Community #33,Community Health Centre,Mumbai,Maharashtra,18.98462,72.76356,51,5653,True,Cardiac|Paediatric Surgery|Urology|Burns & Reconstruction|Cleft & Plastic|Obstetrics & Gynaecology|Orthopaedics,,0.971
VF-000325,Mumbai Community #34,Community Health Centre,Mumbai,Maharashtra,18.97841,72.7942,50,0,False,,,0.674
VF-000326,Mumbai Community #35,Community Health Centre,Mumbai,Maharashtra,19.27904,72.81992,86,6275,True,Urology|Obstetrics & Gynaecology|Paediatric Surgery|Orthopaedics|Cardiac|Cataract / Ophthalmology|ENT,,0.87
VF-000327,Mumbai District #36,District Hospital,Mumbai,Maharashtra,18.9505,72.74821,81,4840,True,ENT|Obstetrics & Gynaecology|Urology|Cleft & Plastic|Burns & Reconstruction|Paediatric Surgery|Orthopaedics|Cardiac,,0.937
VF-000328,Mumbai Private #37,Private Hospital,Mumbai,Maharashtra,19.0059,72.82419,41,0,False,,,0.777
VF-000329,Mumbai Community #38,Community Health Centre,Mumbai,Maharashtra,19.08774,73.00747,52,0,False,,,0.668
VF-000330,Mumbai Primary #39,Primary Health Centre,Mumbai,Maharashtra,18.90398,72.85675,8,0,False,,,0.79
VF-000331,Mumbai Primary #40,Primary Health Centre,Mumbai,Maharashtra,19.01829,73.05025,46,0,False,,,0.814
VF-000332,Mumbai Primary #41,Primary Health Centre,Mumbai,Maharashtra,19.11893,72.95353,38,0,False,,,0.864
VF-000333,Mumbai Community #42,Community Health Centre,Mumbai,Maharashtra,19.10373,72.97684,641,2575,True,ENT|Cardiac|General Surgery,,0.849
VF-000334,Mumbai Community #43,Community Health Centre,Mumbai,Maharashtra,19.18708,73.05748,2,0,False,,,0.883
VF-000335,Mumbai Primary #44,Primary Health Centre,Mumbai,Maharashtra,19.18281,72.78507,56,0,False,,,0.969
VF-000336,Mumbai Community #45,Community Health Centre,Mumbai,Maharashtra,19.06001,72.58978,19,0,False,,,0.983
VF-000337,Mumbai Primary #46,Primary Health Centre,Mumbai,Maharashtra,19.10861,73.00914,93,5592,True,Cataract / Ophthalmology|Orthopaedics|Burns & Reconstruction|Cleft & Plastic|ENT|Obstetrics & Gynaecology,,0.882
VF-000338,Mumbai Charitable #47,Charitable / Mission Hospital,Mumbai,Maharashtra,19.09221,72.80017,7,0,False,,,0.999
VF-000339,Mumbai Community #48,Community Health Centre,Mumbai,Maharashtra,18.8518,72.8488,55,0,False,,,0.914
VF-000340,Mumbai Primary #49,Primary Health Centre,Mumbai,Maharashtra,18.84014,73.12499,9,0,False,,,0.853
VF-000341,Mumbai Community #50,Community Health Centre,Mumbai,Maharashtra,19.21779,72.806,7,0,False,,,0.884
VF-000342,Mumbai Private #51,Private Hospital,Mumbai,Maharashtra,19.05308,73.01398,25,0,False,,,0.698
VF-000343,Mumbai Primary #52,Primary Health Centre,Mumbai,Maharashtra,19.15869,72.93991,50,0,False,,,0.939
VF-000344,Mumbai District #53,District Hospital,Mumbai,Maharashtra,19.01219,72.83614,40,0,False,,,0.687
VF-000345,Mumbai District #54,District Hospital,Mumbai,Maharashtra,18.85604,72.86282,32,0,False,,,0.899
